,A,C,D,M,N,Ncyc,Sdot,T,n_init,nsteps,t_init,teq
0,12.941176470588234,5.0,0.0018081203993749225,100.0,3.0,30.0,3814.2285998491834,0.3308217436388828,10.0,100.0,15.0,5.0
1,12.941176470588234,5.0,0.0018820376396034883,100.0,3.0,30.0,3816.393971386384,0.3314224362115076,10.0,100.0,15.0,5.0
2,12.941176470588234,5.0,0.001377306168358083,100.0,3.0,30.0,3791.5633079231166,0.3354615338435822,10.0,100.0,15.0,5.0
3,12.941176470588234,5.0,0.001565070320847854,100.0,3.0,30.0,3815.0907874931536,0.3286887515803857,10.0,100.0,15.0,5.0
4,12.941176470588234,5.0,0.0013504050573327853,100.0,3.0,30.0,3734.681259926181,0.33965314956221726,10.0,100.0,15.0,5.0
5,12.941176470588234,5.0,0.0016748286745102894,100.0,3.0,30.0,3847.062752774704,0.327419018195215,10.0,100.0,15.0,5.0
6,12.941176470588234,5.0,0.0021575675231361464,100.0,3.0,30.0,3800.1013020367,0.33241227441773996,10.0,100.0,15.0,5.0
7,12.941176470588234,5.0,0.001806227235813913,100.0,3.0,30.0,3819.281972798646,0.33113428700353176,10.0,100.0,15.0,5.0
8,12.941176470588234,5.0,0.0025976172165683804,100.0,3.0,30.0,3824.97664636912,0.3300976987189538,10.0,100.0,15.0,5.0
9,12.941176470588234,5.0,0.001478365566487509,100.0,3.0,30.0,3767.7467892210416,0.3335090619434879,10.0,100.0,15.0,5.0
10,12.941176470588234,5.0,0.0016048634387592542,100.0,3.0,30.0,3828.6613151311362,0.32716884375342264,10.0,100.0,15.0,5.0
11,12.941176470588234,5.0,0.0020470047439464256,100.0,3.0,30.0,3776.880143665906,0.33176349392498866,10.0,100.0,15.0,5.0
12,12.941176470588234,5.0,0.0014223926941224654,100.0,3.0,30.0,3847.265232563485,0.3300796457874388,10.0,100.0,15.0,5.0
13,12.941176470588234,5.0,0.0009298383745107968,100.0,3.0,30.0,3809.086833962981,0.32997728220533007,10.0,100.0,15.0,5.0
14,12.941176470588234,5.0,0.0022414908980496503,100.0,3.0,30.0,3863.449202318766,0.32806373881021533,10.0,100.0,15.0,5.0
15,12.941176470588234,5.0,0.0011526561949462208,100.0,3.0,30.0,3794.0744735626527,0.3354219794484021,10.0,100.0,15.0,5.0
16,12.941176470588234,5.0,0.0013079621382733224,100.0,3.0,30.0,3804.238416987922,0.33123096443788475,10.0,100.0,15.0,5.0
17,12.941176470588234,5.0,0.0014406760504415885,100.0,3.0,30.0,3837.5908678038036,0.32921233045825377,10.0,100.0,15.0,5.0
18,12.941176470588234,5.0,0.0015394745722218676,100.0,3.0,30.0,3813.5351236517795,0.33260617302487916,10.0,100.0,15.0,5.0
19,12.941176470588234,5.0,0.0020757972420072748,100.0,3.0,30.0,3878.3408383835567,0.32605479994137493,10.0,100.0,15.0,5.0
20,12.941176470588234,5.0,0.0013250378454807304,100.0,3.0,30.0,3919.303256717146,0.32262859235302166,10.0,100.0,15.0,5.0
21,12.941176470588234,5.0,0.0009501261950285903,100.0,3.0,30.0,3860.377221812119,0.32772471533011394,10.0,100.0,15.0,5.0
22,12.941176470588234,5.0,0.0018097617605042297,100.0,3.0,30.0,3805.3661214730537,0.33333144501400197,10.0,100.0,15.0,5.0
23,12.941176470588234,5.0,0.0016528105504035162,100.0,3.0,30.0,3856.793224356536,0.32602184477231355,10.0,100.0,15.0,5.0
