,A,C,D,M,N,Ncyc,Sdot,T,n_init,nsteps,t_init,teq
0,23.176470588235286,5.0,0.006885680631246065,100.0,50.0,30.0,546.5896353839662,4.183213120053271,10.0,100.0,15.0,5.0
1,23.176470588235286,5.0,0.0029339118099139362,100.0,50.0,30.0,548.8476866345375,4.16169020701015,10.0,100.0,15.0,5.0
2,23.176470588235286,5.0,0.005184269533283728,100.0,50.0,30.0,542.3163711388032,4.221442601165103,10.0,100.0,15.0,5.0
3,23.176470588235286,5.0,0.0027082710977398864,100.0,50.0,30.0,545.454262282406,4.194364903363188,10.0,100.0,15.0,5.0
4,23.176470588235286,5.0,0.00349256401001891,100.0,50.0,30.0,542.0323929054454,4.217850874190657,10.0,100.0,15.0,5.0
5,23.176470588235286,5.0,0.005143235061364755,100.0,50.0,30.0,542.5673399801967,4.202764934778425,10.0,100.0,15.0,5.0
6,23.176470588235286,5.0,0.006248490482586147,100.0,50.0,30.0,543.1390934260177,4.195925645259819,10.0,100.0,15.0,5.0
7,23.176470588235286,5.0,0.005320470436391467,100.0,50.0,30.0,545.9162013609242,4.187307375294336,10.0,100.0,15.0,5.0
8,23.176470588235286,5.0,0.004391106701025026,100.0,50.0,30.0,542.6253493085411,4.2084444476791,10.0,100.0,15.0,5.0
9,23.176470588235286,5.0,0.0048977828916354224,100.0,50.0,30.0,537.2436584358471,4.261085524842371,10.0,100.0,15.0,5.0
10,23.176470588235286,5.0,0.003962084341519756,100.0,50.0,30.0,546.2354965834534,4.1859525845337515,10.0,100.0,15.0,5.0
11,23.176470588235286,5.0,0.005089566009405068,100.0,50.0,30.0,546.09793201399,4.196300140756676,10.0,100.0,15.0,5.0
12,23.176470588235286,5.0,0.004266124673247833,100.0,50.0,30.0,546.9517253683235,4.182071630254627,10.0,100.0,15.0,5.0
13,23.176470588235286,5.0,0.0032791550702104266,100.0,50.0,30.0,543.5300665475461,4.205431895195824,10.0,100.0,15.0,5.0
14,23.176470588235286,5.0,0.00394257244351572,100.0,50.0,30.0,545.3395870582157,4.192812503046773,10.0,100.0,15.0,5.0
15,23.176470588235286,5.0,0.003764102221664712,100.0,50.0,30.0,537.2851777544587,4.249206734570205,10.0,100.0,15.0,5.0
16,23.176470588235286,5.0,0.0016811712701937129,100.0,50.0,30.0,544.3652709888753,4.199721227473215,10.0,100.0,15.0,5.0
17,23.176470588235286,5.0,0.003034975646115617,100.0,50.0,30.0,544.1771893622649,4.20116836631436,10.0,100.0,15.0,5.0
18,23.176470588235286,5.0,0.003706476364964081,100.0,50.0,30.0,544.5153298580079,4.1946116457456535,10.0,100.0,15.0,5.0
19,23.176470588235286,5.0,0.004140659827805092,100.0,50.0,30.0,542.4255383045023,4.207682053802917,10.0,100.0,15.0,5.0
20,23.176470588235286,5.0,0.002742051507236073,100.0,50.0,30.0,546.6801041365225,4.180502655167786,10.0,100.0,15.0,5.0
21,23.176470588235286,5.0,0.00376489077270174,100.0,50.0,30.0,542.8042560851125,4.209532845980979,10.0,100.0,15.0,5.0
22,23.176470588235286,5.0,0.002387385994572983,100.0,50.0,30.0,539.8214030627081,4.23123240695461,10.0,100.0,15.0,5.0
23,23.176470588235286,5.0,0.0035398092862272464,100.0,50.0,30.0,542.7214349022349,4.21447287916502,10.0,100.0,15.0,5.0
24,23.176470588235286,5.0,0.003074868569281423,100.0,50.0,30.0,544.0056117100625,4.202462556646451,10.0,100.0,15.0,5.0
25,23.176470588235286,5.0,0.005016810081509329,100.0,50.0,30.0,538.7279182156611,4.245005841440337,10.0,100.0,15.0,5.0
26,23.176470588235286,5.0,0.0028960595877956935,100.0,50.0,30.0,539.1413051116724,4.241144988035307,10.0,100.0,15.0,5.0
27,23.176470588235286,5.0,0.004873011055759268,100.0,50.0,30.0,538.3856272797957,4.245146982230006,10.0,100.0,15.0,5.0
28,23.176470588235286,5.0,0.004542690923474872,100.0,50.0,30.0,543.84103947652,4.202560812686549,10.0,100.0,15.0,5.0
29,23.176470588235286,5.0,0.003965111780911708,100.0,50.0,30.0,539.5397190098819,4.24146853843224,10.0,100.0,15.0,5.0
