,A,C,D,M,N,Ncyc,Sdot,T,n_init,nsteps,t_init,teq
0,26.588235294117645,5.0,0.002809604360854869,100.0,50.0,30.0,760.5951425777979,3.454239681886761,10.0,100.0,15.0,5.0
1,26.588235294117645,5.0,0.0036583325677548464,100.0,50.0,30.0,761.208908120889,3.4478664942394923,10.0,100.0,15.0,5.0
2,26.588235294117645,5.0,0.004013512172685257,100.0,50.0,30.0,766.8642813931817,3.4271634747046353,10.0,100.0,15.0,5.0
3,26.588235294117645,5.0,0.0023888641660441577,100.0,50.0,30.0,762.8265516196176,3.4467282113049986,10.0,100.0,15.0,5.0
4,26.588235294117645,5.0,0.005363005962702877,100.0,50.0,30.0,762.0886636363102,3.4516714114705627,10.0,100.0,15.0,5.0
5,26.588235294117645,5.0,0.001910863689889929,100.0,50.0,30.0,762.2502622312255,3.44773630403966,10.0,100.0,15.0,5.0
6,26.588235294117645,5.0,0.0030624143539047773,100.0,50.0,30.0,752.3348104023723,3.489005345667278,10.0,100.0,15.0,5.0
7,26.588235294117645,5.0,0.0033568189440559585,100.0,50.0,30.0,760.3016699881084,3.453119827835729,10.0,100.0,15.0,5.0
8,26.588235294117645,5.0,0.0032513749862157623,100.0,50.0,30.0,759.2936616317185,3.463192674298569,10.0,100.0,15.0,5.0
9,26.588235294117645,5.0,0.003411852297703723,100.0,50.0,30.0,760.8689282209101,3.4487878220462362,10.0,100.0,15.0,5.0
10,26.588235294117645,5.0,0.004122806627931841,100.0,50.0,30.0,753.1540739350357,3.4893498959182025,10.0,100.0,15.0,5.0
11,26.588235294117645,5.0,0.002690530853379938,100.0,50.0,30.0,761.1248632026187,3.4535413002215782,10.0,100.0,15.0,5.0
12,26.588235294117645,5.0,0.0023493671941761016,100.0,50.0,30.0,764.4310667382763,3.434717361609522,10.0,100.0,15.0,5.0
13,26.588235294117645,5.0,0.003407964640516229,100.0,50.0,30.0,761.2654817618951,3.4497684515309848,10.0,100.0,15.0,5.0
14,26.588235294117645,5.0,0.003311802654646824,100.0,50.0,30.0,761.4988677514358,3.4470688834143033,10.0,100.0,15.0,5.0
15,26.588235294117645,5.0,0.0031513716859990913,100.0,50.0,30.0,756.8248500806579,3.4697415153258433,10.0,100.0,15.0,5.0
16,26.588235294117645,5.0,0.0024328384346379802,100.0,50.0,30.0,758.6827866206324,3.4623342259271257,10.0,100.0,15.0,5.0
17,26.588235294117645,5.0,0.0033452375306283096,100.0,50.0,30.0,762.7458901248347,3.4450942151363964,10.0,100.0,15.0,5.0
18,26.588235294117645,5.0,0.003687227938126359,100.0,50.0,30.0,768.2956261113601,3.4247826024511503,10.0,100.0,15.0,5.0
19,26.588235294117645,5.0,0.003843587769387502,100.0,50.0,30.0,753.2637224386713,3.492339196386756,10.0,100.0,15.0,5.0
20,26.588235294117645,5.0,0.0025489756897138847,100.0,50.0,30.0,770.2939467346936,3.410308441783203,10.0,100.0,15.0,5.0
21,26.588235294117645,5.0,0.001700776223003479,100.0,50.0,30.0,764.3299006947485,3.436703630213837,10.0,100.0,15.0,5.0
22,26.588235294117645,5.0,0.002525803835692828,100.0,50.0,30.0,763.4403598328488,3.440321713558666,10.0,100.0,15.0,5.0
23,26.588235294117645,5.0,0.003551982770375723,100.0,50.0,30.0,761.41475673638,3.4524130429597055,10.0,100.0,15.0,5.0
24,26.588235294117645,5.0,0.0024969394443667197,100.0,50.0,30.0,764.0992019858637,3.434336325705622,10.0,100.0,15.0,5.0
25,26.588235294117645,5.0,0.0031553323131654713,100.0,50.0,30.0,765.0580344739838,3.4324539847220996,10.0,100.0,15.0,5.0
26,26.588235294117645,5.0,0.0050974520679503135,100.0,50.0,30.0,761.646116393665,3.4526858686309363,10.0,100.0,15.0,5.0
27,26.588235294117645,5.0,0.004150495885738609,100.0,50.0,30.0,756.0327523727111,3.476776748892891,10.0,100.0,15.0,5.0
28,26.588235294117645,5.0,0.002687843831121197,100.0,50.0,30.0,760.7945480395779,3.4549694754801603,10.0,100.0,15.0,5.0
29,26.588235294117645,5.0,0.004578138629858438,100.0,50.0,30.0,765.3818360669272,3.4310577915793634,10.0,100.0,15.0,5.0
30,26.588235294117645,5.0,0.003002803285436311,100.0,50.0,30.0,757.7969515553395,3.4705443917725556,10.0,100.0,15.0,5.0
31,26.588235294117645,5.0,0.0035576436494200478,100.0,50.0,30.0,767.4494582022763,3.4237010885967782,10.0,100.0,15.0,5.0
32,26.588235294117645,5.0,0.002817409300812954,100.0,50.0,30.0,764.3060981148857,3.439037414020944,10.0,100.0,15.0,5.0
33,26.588235294117645,5.0,0.00233938575106524,100.0,50.0,30.0,755.0026884686625,3.482443661872389,10.0,100.0,15.0,5.0
34,26.588235294117645,5.0,0.0036765470119083663,100.0,50.0,30.0,753.7787132430943,3.4842302632328765,10.0,100.0,15.0,5.0
35,26.588235294117645,5.0,0.004804227201261201,100.0,50.0,30.0,765.9433233032814,3.4312940858260315,10.0,100.0,15.0,5.0
36,26.588235294117645,5.0,0.003387288989978045,100.0,50.0,30.0,758.5055710822779,3.4624676564386188,10.0,100.0,15.0,5.0
37,26.588235294117645,5.0,0.003924750969365857,100.0,50.0,30.0,753.9026671594988,3.485208237373439,10.0,100.0,15.0,5.0
38,26.588235294117645,5.0,0.0020862548663803343,100.0,50.0,30.0,760.3576071841957,3.453139374071548,10.0,100.0,15.0,5.0
39,26.588235294117645,5.0,0.004117972824783651,100.0,50.0,30.0,754.3091809112178,3.4805146214935325,10.0,100.0,15.0,5.0
40,26.588235294117645,5.0,0.003515234479389627,100.0,50.0,30.0,750.3048043792453,3.5040525513525536,10.0,100.0,15.0,5.0
41,26.588235294117645,5.0,0.002639901174960422,100.0,50.0,30.0,756.0578506121182,3.473474584650549,10.0,100.0,15.0,5.0
42,26.588235294117645,5.0,0.0026964091968500734,100.0,50.0,30.0,760.7209598782781,3.455399191108314,10.0,100.0,15.0,5.0
43,26.588235294117645,5.0,0.002568675556497442,100.0,50.0,30.0,767.1739146195756,3.4252858015662127,10.0,100.0,15.0,5.0
44,26.588235294117645,5.0,0.0016845393751578272,100.0,50.0,30.0,766.0059115128339,3.430502851677304,10.0,100.0,15.0,5.0
45,26.588235294117645,5.0,0.0019204692785086152,100.0,50.0,30.0,757.6187763592718,3.4684326354699584,10.0,100.0,15.0,5.0
46,26.588235294117645,5.0,0.004167838816879186,100.0,50.0,30.0,757.6712019823422,3.466809016824868,10.0,100.0,15.0,5.0
47,26.588235294117645,5.0,0.003818096617077833,100.0,50.0,30.0,762.1861077426056,3.444613077400234,10.0,100.0,15.0,5.0
48,26.588235294117645,5.0,0.0036681590785340216,100.0,50.0,30.0,758.9941999205987,3.462206975040664,10.0,100.0,15.0,5.0
49,26.588235294117645,5.0,0.0037330683573257944,100.0,50.0,30.0,767.8104680743631,3.423939084248011,10.0,100.0,15.0,5.0
50,26.588235294117645,5.0,0.0028853754703070354,100.0,50.0,30.0,760.7987217611587,3.453783562715322,10.0,100.0,15.0,5.0
51,26.588235294117645,5.0,0.00206130292132061,100.0,50.0,30.0,755.2553458552735,3.477347090423431,10.0,100.0,15.0,5.0
52,26.588235294117645,5.0,0.0033395125540606287,100.0,50.0,30.0,755.1481248880997,3.47950743822125,10.0,100.0,15.0,5.0
53,26.588235294117645,5.0,0.003612180561537457,100.0,50.0,30.0,764.5104183854222,3.436742613974807,10.0,100.0,15.0,5.0
54,26.588235294117645,5.0,0.003324333426537848,100.0,50.0,30.0,764.0670985151324,3.4332436243733273,10.0,100.0,15.0,5.0
55,26.588235294117645,5.0,0.003360794975250859,100.0,50.0,30.0,769.1710880289976,3.414645477217937,10.0,100.0,15.0,5.0
56,26.588235294117645,5.0,0.0040823901467906204,100.0,50.0,30.0,759.2134565264245,3.4632054391144007,10.0,100.0,15.0,5.0
57,26.588235294117645,5.0,0.0018606500753822219,100.0,50.0,30.0,757.5788971379135,3.465363232524278,10.0,100.0,15.0,5.0
58,26.588235294117645,5.0,0.002681404335192201,100.0,50.0,30.0,762.281147487955,3.4502829518220763,10.0,100.0,15.0,5.0
59,26.588235294117645,5.0,0.0019890711419567604,100.0,50.0,30.0,770.4923735736161,3.4102003973948327,10.0,100.0,15.0,5.0
60,26.588235294117645,5.0,0.003349320880907128,100.0,50.0,30.0,756.4157701804309,3.471898569073494,10.0,100.0,15.0,5.0
61,26.588235294117645,5.0,0.0034704678615412325,100.0,50.0,30.0,760.3873260889993,3.465722972128147,10.0,100.0,15.0,5.0
62,26.588235294117645,5.0,0.002742949030647088,100.0,50.0,30.0,770.7768123675991,3.4025121234129942,10.0,100.0,15.0,5.0
63,26.588235294117645,5.0,0.003105040719429063,100.0,50.0,30.0,757.82926510601,3.4692729165028102,10.0,100.0,15.0,5.0
64,26.588235294117645,5.0,0.0029080151276855586,100.0,50.0,30.0,759.3595260532993,3.4615383770659003,10.0,100.0,15.0,5.0
65,26.588235294117645,5.0,0.0033722049504926375,100.0,50.0,30.0,760.2432813303303,3.455243631132432,10.0,100.0,15.0,5.0
66,26.588235294117645,5.0,0.003983194984269296,100.0,50.0,30.0,760.4592046880374,3.4573694465719447,10.0,100.0,15.0,5.0
67,26.588235294117645,5.0,0.003285105686121417,100.0,50.0,30.0,759.170665023582,3.459506881819652,10.0,100.0,15.0,5.0
68,26.588235294117645,5.0,0.0028020152922257624,100.0,50.0,30.0,768.9192693677389,3.417183835746377,10.0,100.0,15.0,5.0
69,26.588235294117645,5.0,0.0026449662661745367,100.0,50.0,30.0,762.1086563139304,3.4479192064596824,10.0,100.0,15.0,5.0
70,26.588235294117645,5.0,0.00249996383972388,100.0,50.0,30.0,757.7638348460064,3.466926185282273,10.0,100.0,15.0,5.0
71,26.588235294117645,5.0,0.0029579297551360585,100.0,50.0,30.0,764.2312434857149,3.436772681866256,10.0,100.0,15.0,5.0
72,26.588235294117645,5.0,0.003665949909993072,100.0,50.0,30.0,759.6354421228182,3.457161654220245,10.0,100.0,15.0,5.0
73,26.588235294117645,5.0,0.0038255447869429745,100.0,50.0,30.0,761.1181535364923,3.4537139675309403,10.0,100.0,15.0,5.0
74,26.588235294117645,5.0,0.0033672416347915466,100.0,50.0,30.0,758.7455200017012,3.4656262909911395,10.0,100.0,15.0,5.0
75,26.588235294117645,5.0,0.003323371574916546,100.0,50.0,30.0,768.0877507559154,3.4230848638252143,10.0,100.0,15.0,5.0
76,26.588235294117645,5.0,0.002477762154820433,100.0,50.0,30.0,758.1637177064589,3.4695491094749746,10.0,100.0,15.0,5.0
77,26.588235294117645,5.0,0.0021566802653018207,100.0,50.0,30.0,762.2165760698205,3.447159387383911,10.0,100.0,15.0,5.0
78,26.588235294117645,5.0,0.004018424287401193,100.0,50.0,30.0,760.8093360624365,3.456734981104778,10.0,100.0,15.0,5.0
79,26.588235294117645,5.0,0.0023612970709641786,100.0,50.0,30.0,762.3911456556676,3.446333279425644,10.0,100.0,15.0,5.0
80,26.588235294117645,5.0,0.0022388279796066836,100.0,50.0,30.0,759.3194507000815,3.4595660857736394,10.0,100.0,15.0,5.0
81,26.588235294117645,5.0,0.0036454564458455914,100.0,50.0,30.0,765.374195332013,3.4319379131765744,10.0,100.0,15.0,5.0
82,26.588235294117645,5.0,0.002699108511599982,100.0,50.0,30.0,754.9120659150683,3.4803755275392576,10.0,100.0,15.0,5.0
83,26.588235294117645,5.0,0.0027639422360053153,100.0,50.0,30.0,759.4889417850565,3.4593821266421,10.0,100.0,15.0,5.0
84,26.588235294117645,5.0,0.00294514046179544,100.0,50.0,30.0,753.5261172244745,3.486082611491222,10.0,100.0,15.0,5.0
85,26.588235294117645,5.0,0.0018172214013279658,100.0,50.0,30.0,762.5782060357988,3.4440702620962567,10.0,100.0,15.0,5.0
86,26.588235294117645,5.0,0.003861243772435841,100.0,50.0,30.0,764.4953572479147,3.4402995762145805,10.0,100.0,15.0,5.0
87,26.588235294117645,5.0,0.00465045457215253,100.0,50.0,30.0,765.6330705078328,3.438213522507582,10.0,100.0,15.0,5.0
88,26.588235294117645,5.0,0.0035473622854893545,100.0,50.0,30.0,763.4010423496613,3.441440149632258,10.0,100.0,15.0,5.0
89,26.588235294117645,5.0,0.00387691522792698,100.0,50.0,30.0,764.1044730235386,3.435273087794697,10.0,100.0,15.0,5.0
90,26.588235294117645,5.0,0.0022505904236054743,100.0,50.0,30.0,755.8527088006247,3.4753324226055593,10.0,100.0,15.0,5.0
