,A,C,D,M,N,Ncyc,Sdot,T,n_init,nsteps,t_init,teq
0,28.294117647058826,5.0,0.0020882301221876454,100.0,50.0,30.0,877.8657482975784,3.1839255504081625,10.0,100.0,15.0,5.0
1,28.294117647058826,5.0,0.003653634249054935,100.0,50.0,30.0,878.0807038234868,3.1856516237372126,10.0,100.0,15.0,5.0
2,28.294117647058826,5.0,0.0021250254067008345,100.0,50.0,30.0,883.5013757752263,3.1632185306803837,10.0,100.0,15.0,5.0
3,28.294117647058826,5.0,0.0032587983062750485,100.0,50.0,30.0,876.1809244623936,3.193065671616677,10.0,100.0,15.0,5.0
4,28.294117647058826,5.0,0.002748588000942312,100.0,50.0,30.0,887.636012435742,3.151791238552591,10.0,100.0,15.0,5.0
5,28.294117647058826,5.0,0.0033580359586257054,100.0,50.0,30.0,880.586475519507,3.176810740911229,10.0,100.0,15.0,5.0
6,28.294117647058826,5.0,0.0026972633982840417,100.0,50.0,30.0,885.2845019627547,3.162138050531468,10.0,100.0,15.0,5.0
7,28.294117647058826,5.0,0.0033652344993894733,100.0,50.0,30.0,888.3096960587271,3.1532074360120816,10.0,100.0,15.0,5.0
8,28.294117647058826,5.0,0.0027843844484595347,100.0,50.0,30.0,889.7880932290709,3.1443188789038437,10.0,100.0,15.0,5.0
9,28.294117647058826,5.0,0.002514960452952258,100.0,50.0,30.0,883.0164686172134,3.1689760537899248,10.0,100.0,15.0,5.0
10,28.294117647058826,5.0,0.0017441232472135116,100.0,50.0,30.0,888.1028334224463,3.1496446352768834,10.0,100.0,15.0,5.0
11,28.294117647058826,5.0,0.0020476647892726553,100.0,50.0,30.0,877.7186078431419,3.1896647636344038,10.0,100.0,15.0,5.0
12,28.294117647058826,5.0,0.002043105250202452,100.0,50.0,30.0,883.6633668131116,3.165201110479296,10.0,100.0,15.0,5.0
13,28.294117647058826,5.0,0.0025136020558735846,100.0,50.0,30.0,888.658807799883,3.146408118254221,10.0,100.0,15.0,5.0
14,28.294117647058826,5.0,0.0031839581193748847,100.0,50.0,30.0,885.9170569206611,3.158364896860005,10.0,100.0,15.0,5.0
15,28.294117647058826,5.0,0.002783585580354353,100.0,50.0,30.0,880.0116359855282,3.178813524542853,10.0,100.0,15.0,5.0
16,28.294117647058826,5.0,0.005335027923713414,100.0,50.0,30.0,878.6848754316693,3.1842678686718595,10.0,100.0,15.0,5.0
17,28.294117647058826,5.0,0.003638347908698476,100.0,50.0,30.0,884.691481863509,3.1645946037634873,10.0,100.0,15.0,5.0
18,28.294117647058826,5.0,0.0020621835684293565,100.0,50.0,30.0,885.7875587504217,3.160449357771699,10.0,100.0,15.0,5.0
19,28.294117647058826,5.0,0.0024532661989593706,100.0,50.0,30.0,884.7273551722201,3.1623416041214414,10.0,100.0,15.0,5.0
20,28.294117647058826,5.0,0.002842448988350055,100.0,50.0,30.0,877.0470854598585,3.191756023863749,10.0,100.0,15.0,5.0
21,28.294117647058826,5.0,0.002348254261863424,100.0,50.0,30.0,878.4818509419597,3.1854693174263393,10.0,100.0,15.0,5.0
22,28.294117647058826,5.0,0.0028027218170955373,100.0,50.0,30.0,881.8355303752329,3.172824698641471,10.0,100.0,15.0,5.0
23,28.294117647058826,5.0,0.004162583835572279,100.0,50.0,30.0,878.6972680735838,3.1856939282730923,10.0,100.0,15.0,5.0
24,28.294117647058826,5.0,0.0018930610023864224,100.0,50.0,30.0,887.8542881940099,3.1527995658929715,10.0,100.0,15.0,5.0
25,28.294117647058826,5.0,0.001714234911153697,100.0,50.0,30.0,877.9394077359899,3.1833102417021446,10.0,100.0,15.0,5.0
26,28.294117647058826,5.0,0.0027402103374457075,100.0,50.0,30.0,875.9348842371554,3.191398080295294,10.0,100.0,15.0,5.0
27,28.294117647058826,5.0,0.0026039445247299942,100.0,50.0,30.0,878.8082354069381,3.1826365923352693,10.0,100.0,15.0,5.0
28,28.294117647058826,5.0,0.0031079855660651203,100.0,50.0,30.0,885.3333286275054,3.1585178345251776,10.0,100.0,15.0,5.0
29,28.294117647058826,5.0,0.0032090790208406635,100.0,50.0,30.0,883.8440200220407,3.165743713330406,10.0,100.0,15.0,5.0
30,28.294117647058826,5.0,0.0015685313882684655,100.0,50.0,30.0,877.6404526401226,3.187974610665085,10.0,100.0,15.0,5.0
31,28.294117647058826,5.0,0.0014661555162133316,100.0,50.0,30.0,884.0837870794579,3.162638172480692,10.0,100.0,15.0,5.0
32,28.294117647058826,5.0,0.002564593350092839,100.0,50.0,30.0,886.7487046330336,3.158807105064164,10.0,100.0,15.0,5.0
33,28.294117647058826,5.0,0.004149203372458376,100.0,50.0,30.0,884.7124575327898,3.16280525566182,10.0,100.0,15.0,5.0
34,28.294117647058826,5.0,0.0032568690287205463,100.0,50.0,30.0,896.5963314124747,3.124461269594589,10.0,100.0,15.0,5.0
35,28.294117647058826,5.0,0.0031936053243988042,100.0,50.0,30.0,887.6223926008496,3.15292231340487,10.0,100.0,15.0,5.0
36,28.294117647058826,5.0,0.0019752906381577404,100.0,50.0,30.0,872.1975376926702,3.2108434571141227,10.0,100.0,15.0,5.0
37,28.294117647058826,5.0,0.0018804027569127146,100.0,50.0,30.0,887.7437570987283,3.1557244001033378,10.0,100.0,15.0,5.0
38,28.294117647058826,5.0,0.0015005489711018025,100.0,50.0,30.0,877.8820713745996,3.186678166025683,10.0,100.0,15.0,5.0
