,A,C,D,M,N,Ncyc,Sdot,T,n_init,nsteps,t_init,teq
0,1.0,5.0,31.971208137933836,100.0,10.0,30.0,4.584242208117754,10.781099624730087,10.0,100.0,15.0,5.0
1,1.0,5.0,17.945271260348182,100.0,10.0,30.0,4.73207258001952,4.597971791536385,10.0,100.0,15.0,5.0
2,1.0,5.0,1510.3080676665923,100.0,10.0,30.0,4.514675576218684,78.96159366271812,10.0,100.0,15.0,5.0
3,1.0,5.0,99.55342069410818,100.0,10.0,30.0,4.464259397241213,14.655841578863727,10.0,100.0,15.0,5.0
4,1.0,5.0,3.808786104441468,100.0,10.0,30.0,4.585493863241557,2.887585455720372,10.0,100.0,15.0,5.0
5,1.0,5.0,104.57787799519738,100.0,10.0,30.0,4.559976616941844,12.706364908288199,10.0,100.0,15.0,5.0
6,1.0,5.0,50.89301590796376,100.0,10.0,30.0,4.400148313429631,9.855195610357972,10.0,100.0,15.0,5.0
7,1.0,5.0,6.064006111648731,100.0,10.0,30.0,4.581304292829974,4.366518402438986,10.0,100.0,15.0,5.0
8,1.0,5.0,360.6815557933587,100.0,10.0,30.0,4.596735182262362,25.413971670986072,10.0,100.0,15.0,5.0
9,1.0,5.0,25.086255716758515,100.0,10.0,30.0,4.769918565074046,4.411624803695353,10.0,100.0,15.0,5.0
10,1.0,5.0,138.968288664787,100.0,10.0,30.0,4.6033300859100805,16.678466888462925,10.0,100.0,15.0,5.0
11,1.0,5.0,239.74456255429104,100.0,10.0,30.0,4.7314795769475335,16.656387563748666,10.0,100.0,15.0,5.0
12,1.0,5.0,39.734132464511944,100.0,10.0,30.0,4.543981996968059,6.0261674758914,10.0,100.0,15.0,5.0
13,1.0,5.0,50.65060496667288,100.0,10.0,30.0,4.288537133777764,10.904985063320566,10.0,100.0,15.0,5.0
14,1.0,5.0,75.59043975229685,100.0,10.0,30.0,4.527196071670404,16.141101737558465,10.0,100.0,15.0,5.0
15,1.0,5.0,39.124977768407135,100.0,10.0,30.0,4.515842795183163,3.603300685194974,10.0,100.0,15.0,5.0
16,1.0,5.0,28.844888127580127,100.0,10.0,30.0,4.533594548665295,6.634932700063578,10.0,100.0,15.0,5.0
17,1.0,5.0,47.88155438849478,100.0,10.0,30.0,4.285734424152621,15.69622797065447,10.0,100.0,15.0,5.0
18,1.0,5.0,19.626198759931015,100.0,10.0,30.0,4.5003464801518165,4.809559523602891,10.0,100.0,15.0,5.0
19,1.0,5.0,54.47465786313602,100.0,10.0,30.0,4.25431577790292,4.987154908569056,10.0,100.0,15.0,5.0
20,1.0,5.0,97.47490623941046,100.0,10.0,30.0,4.625444026697875,12.989799915113426,10.0,100.0,15.0,5.0
21,1.0,5.0,17.730770683723588,100.0,10.0,30.0,4.497000087157795,3.1493851227587606,10.0,100.0,15.0,5.0
